timestamp,region_name,temperature_current,temperature_min,temperature_max,temperature_growing_degree_days,humidity_relative_humidity,humidity_pressure,precipitation_rain_1h,precipitation_rain_3h,wind_speed,wind_gust,wind_degree,cloud_cover,weather_main,weather_description,extreme_weather_is_rainy,extreme_weather_is_thunderstorm,extreme_weather_is_clear,extreme_weather_is_cloudy,temp_range,temp_deviation,temp_above_20,temp_below_15,temp_optimal_growth,gdd_normalized,temperature_stress_index,feels_like_index,rain_intensity_ratio,has_light_rain,has_moderate_rain,has_heavy_rain,cumulative_rain_3h,rain_period,heat_humidity_stress,dew_point_proxy,moisture_stress,comfort_index,humidity_temp_product,wind_stress_index,wind_turbulence,high_wind,extreme_wind,wind_pressure_index,month,day_of_year,quarter,week_of_year,is_growing_season,temperature_current_lag1,temperature_current_lag7,temperature_current_lag30,precipitation_rain_1h_lag1,precipitation_rain_1h_lag7,precipitation_rain_1h_lag30,humidity_relative_humidity_lag1,humidity_relative_humidity_lag7,humidity_relative_humidity_lag30,temperature_current_rolling_7d_mean,temperature_current_rolling_30d_mean,temperature_current_rolling_7d_std,temperature_current_rolling_30d_std,precipitation_rain_1h_rolling_7d_mean,precipitation_rain_1h_rolling_30d_mean,precipitation_rain_1h_rolling_7d_std,precipitation_rain_1h_rolling_30d_std,wind_speed_rolling_7d_mean,wind_speed_rolling_30d_mean,wind_speed_rolling_7d_std,wind_speed_rolling_30d_std,cloud_intensity,clear_sky_index,photosynthesis_potential
2023-11-13 18:02:20.800222,Delhi NCR,-1.6783482615810639,-0.04676102144118671,1.3032394101194684,-0.2565996550273717,-0.2941772146561775,0.42473674288808494,-0.373472843421977,2.64,0.28817359497711514,7.98,137,-1.2988635751187756,Thunderstorm,few clouds,1.523796826698279,-0.33649535948341047,1.2366217830796853,1.00137080256265,0.9474614681639262,1.4599311178708811,-1.6821142044229078,3.0028574156396592,-2.0,-0.2565996550273718,0.9474614681639262,10.593,2.8085106382978724,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,0.03149202358349383,1,-1.4074503638129316,-1.6619097687718247,-0.880766168901294,11.885,-1.4074503638129312,0.8188923474407086,3.16,-0.6373479242887925,-0.2038509231241538,4.9031932000000005,1.3011607913915828,1.269870134109039,1.338223255568554,46,-1.002743489380263,24.962467421124828,4.533801769963658e-16,-9.211994318324856e-16,1.4899657064471878,1.4900196634212233e-16,1.5144845882382408e-16,64.3525377229081,9.639466372036615e-16,0.0,-4.42316310448186,-8.80986828224423,4.0129717246855433e-16,7.808697502075379,-0.9775358076868068,0.93,1.3534632878918544,1.4669243070623437,0.7644856726764013,4.82,0.0,2.778990046115556,-1.2988635751187758,1.2988635751187758,0.33740666666666663
2023-11-14 18:02:20.800222,Delhi NCR,1.2433489454658324,-0.8761455877181399,-0.33144218798507064,-1.0509959201657846,-0.36171377152354445,0.5653068699771755,-0.4201966663851442,0.07,0.6716187602442503,7.66,79,-0.9296347431259773,Clouds,rain,1.523796826698279,-0.33649535948341047,-0.8086546862449713,-0.9986310739646672,0.3804161582054162,0.7389956049999816,0.5944899563719431,-0.33301614481984426,0.4999999999999999,-1.0509959201657848,0.3804161582054162,31.266000000000002,0.08045977011494254,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-1.0330130800118558,1,0.6863218825083097,1.0283623467863543,1.136101840835819,23.270000000000003,0.6863218825083104,1.1210178861728215,1.75,1.5690017365568198,-0.2038509231241538,6.020339699999999,1.3011607913915828,1.2793516232969249,1.338223255568554,46,-1.002743489380263,11.77,4.533801769963658e-16,-9.211994318324856e-16,0.93,1.4900196634212233e-16,1.5144845882382408e-16,60.0,9.639466372036615e-16,0.0,-0.5736916294894298,-1.1486277563494194,3.925593064798709,16.242242763854996,-1.0381831590613066,0.895,0.049497474683058366,0.049497474683058366,1.271183336783405,5.365,-1.7164648162666183,0.7707463914933367,-0.9296347431259776,0.9296347431259776,0.8800800000000001
2023-11-15 18:02:20.800222,Delhi NCR,0.2295950603912234,1.2400512922671403,-2.827645168874433,1.3423774427512285,0.24611524028275755,0.09773673093615332,3.371107825483276,3.43,-0.7073766964962727,20.66,143,0.2149746360516974,Rain,broken clouds,-0.6562554682350746,-0.33649535948341047,1.2366217830796853,1.00137080256265,-2.852406614780695,-0.9411246848156635,0.5944899563719431,-0.33301614481984426,0.4999999999999999,1.342377442751229,-2.852406614780695,24.093,0.5236641221374047,-2.0735128491017845,2.106565068384325,-0.026180163474687157,2.612110456541917,0,0.32895956723173947,0.29937776387050113,-0.06466159764369846,20.185000000000002,0.3289595672317396,0.9365024917821735,18.67,-0.6373479242887925,-0.2038509231241538,2.0178202,1.3011607913915828,1.2888331124848107,1.338223255568554,46,-1.002743489380263,34.74,4.533801769963658e-16,-9.211994318324856e-16,0.86,1.4900196634212233e-16,1.5144845882382408e-16,59.0,9.639466372036615e-16,0.0,-0.18097962151966193,-0.3670500332752597,1.8565600490518377,11.662917016481483,2.222333969596321,2.776666666666667,3.2593301970394672,3.2593301970394672,0.22524779160839747,4.24,-0.5599159336726388,2.0233388248140742,0.21497463605169734,-0.21497463605169734,0.40154999999999996
2023-11-16 18:02:20.800222,Delhi NCR,1.8564347329262607,-0.1227351801841138,0.5837270464749993,0.15332918691905278,0.38118835401749135,0.4436788167511597,-0.3133993567550478,0.0,0.7841898179373543,10.3,332,1.3226611320300923,Rain,rain,-0.6562554682350746,-0.33649535948341047,-0.8086546862449713,1.00137080256265,0.49559723679073875,1.7550783900578746,0.5944899563719431,-0.33301614481984426,-2.0,0.15332918691905292,0.49559723679073875,35.604000000000006,0.0,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-0.996723133298378,0,1.807719528971908,1.857774303361603,0.633672129410023,26.78,1.8077195289719086,1.9598146073679097,4.07,1.5690017365568198,-0.2038509231241538,6.338713500000001,1.3011607913915828,1.2983146016726967,1.338223255568554,46,-1.002743489380263,26.77,4.533801769963658e-16,-9.211994318324856e-16,6.54,1.4900196634212233e-16,1.5144845882382408e-16,68.0,9.639466372036615e-16,0.0,1.0870947143144432,2.1566788876043255,2.0824761487684564,12.162930019804714,1.4613541083020025,2.3375,2.8024319795491914,2.8024319795491914,0.6877837326969012,4.737500000000001,-0.6474399640229118,1.928546516593952,1.322661132030092,-1.322661132030092,0.19780000000000003
2023-11-17 18:02:20.800222,Delhi NCR,-0.9813129679538549,-0.06892015107454051,-1.8099138650352176,0.912079465801255,-0.7669331127277458,2.1983130272249447,-0.8674104004611727,1.17,-0.6088770210148068,10.3,25,0.5842034680444956,Clouds,clear sky,1.523796826698279,-0.33649535948341047,-0.8086546862449713,1.00137080256265,-1.2221513486499802,0.3047166651494593,-1.6821142044229078,-0.33301614481984426,0.4999999999999999,0.9120794658012549,-1.2221513486499802,15.525,5.85,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-0.8596277790474619,1,-1.0832060127737237,-1.1798583752067229,-0.16172524779664021,13.925,-1.0832060127737233,0.14945813993652635,8.030000000000001,-0.6373479242887925,-0.2038509231241538,2.3495635,1.3011607913915828,1.3077960908605826,1.338223255568554,46,-1.002743489380263,39.56,4.533801769963658e-16,-9.211994318324856e-16,1.02,1.4900196634212233e-16,1.5144845882382408e-16,70.0,9.639466372036615e-16,0.0,0.35239367180826947,0.6944725982911849,1.8362470720768393,11.617958942946906,0.7171244678634994,1.9080000000000001,2.6100900367611843,2.6100900367611843,0.22896667354679792,4.244000000000001,-0.5798086111508446,2.001794195215882,0.5842034680444955,-0.5842034680444955,0.20124999999999998
2023-11-18 18:02:20.800222,Delhi NCR,1.1250564595035506,0.616430072585614,-1.4438461712511896,0.09476792378384961,1.1240904795585271,-0.44759560606905696,-0.38014767527385807,0.03,0.12635269954327827,8.89,265,1.581121314425051,Clouds,thunderstorm,1.523796826698279,-0.33649535948341047,-0.8086546862449713,1.00137080256265,-1.4447609332235358,0.5429464369286455,0.5944899563719431,-0.33301614481984426,0.4999999999999999,0.09476792378384948,-1.4447609332235358,30.429000000000002,0.03225806451612903,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-1.0249486474088607,1,1.7600452453944533,1.4383423310194188,-0.5178297616286138,25.005000000000003,1.760045245394454,0.8320656778205663,4.53,-0.6373479242887925,-0.2038509231241538,4.3971036,1.3011607913915828,1.3172775800484684,1.338223255568554,46,-1.002743489380263,17.25,4.533801769963658e-16,-9.211994318324856e-16,0.19,1.4900196634212233e-16,1.5144845882382408e-16,53.0,9.639466372036615e-16,0.0,0.7876727566020728,1.5607675653173394,1.4971375897564192,10.867418583392592,0.4317931194920435,1.7433333333333334,2.369123607300106,2.369123607300106,0.2469412695823977,4.263333333333334,-0.7743611996627354,1.7910853320449773,1.581121314425051,-1.581121314425051,0.09015999999999995
2023-11-19 18:02:20.800222,Delhi NCR,0.4916192766087507,1.0896857697550968,-0.6612186879887855,-0.7378204694862178,-0.6993965558603789,-0.2601687699502658,-0.22662654268059462,0.32,-0.6229484032264447,0.56,174,0.17805175285241756,Thunderstorm,rain,-0.6562554682350746,-0.33649535948341047,1.2366217830796853,-0.9986310739646672,-1.2265813901340312,-0.5068652372598007,0.5944899563719431,-0.33301614481984426,0.4999999999999999,-0.7378204694862179,-1.2265813901340312,25.947,0.2758620689655173,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-0.8152733997309889,0,-0.08176552900893766,0.2119468738611446,0.9284799646315745,19.814999999999998,-0.08176552900893717,-0.8328692948110671,-1.67,-0.6373479242887925,-0.2038509231241538,2.2531697,1.3011607913915828,1.3267590692363542,1.338223255568554,46,-1.002743489380263,33.81,4.533801769963658e-16,-9.211994318324856e-16,0.92,1.4900196634212233e-16,1.5144845882382408e-16,81.0,9.639466372036615e-16,0.0,0.8601341472211658,1.704980646510461,1.0767673029118405,9.937026239081312,0.28491926174155435,1.6585714285714286,2.1743001063286895,2.1743001063286895,-0.02312039499188977,3.9728571428571433,-0.7599968851786172,1.8066425055492144,0.17805175285241748,-0.17805175285241748,0.44205999999999995
2023-11-20 18:02:20.800222,Delhi NCR,0.1329259320779611,-0.09582766562932687,1.0097541038960667,-0.2820610737818079,-0.024030987186709995,-0.9809645280028545,0.22726202324731495,1.34,0.13690623620200654,0.8,267,-0.006562663143981583,Clouds,broken clouds,-0.6562554682350746,-0.33649535948341047,-0.8086546862449713,-0.9986310739646672,0.7757973606569555,-1.1013369081857871,0.5944899563719431,-0.33301614481984426,0.4999999999999999,-0.2820610737818078,0.7757973606569555,23.409000000000002,0.7282608695652174,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,-0.12979662847640777,0,0.08627112530035083,0.11506399574266866,0.1039571469671649,19.405,0.08627112530035104,-0.7324182122110204,-3.59,-0.6373479242887925,-0.2038509231241538,4.403872399999999,1.3011607913915828,1.33624055842424,1.338223255568554,47,-1.002743489380263,28.83,-1.68399563726597,-9.211994318324856e-16,1.15,-0.37511125039867155,1.5144845882382408e-16,54.0,-0.29532127072316694,0.0,1.5419734880246005,1.5780000755700423,-0.1270445240413185,9.21564004443378,0.5077054504642063,1.68,2.150517102820577,2.0139229663236162,-0.08023179618874728,4.025,-0.7844545300573554,1.6791154133735333,-0.00656266314398183,0.00656266314398183,0.44217000000000006
2023-11-21 18:02:20.800222,Delhi NCR,-0.3529636339176481,-0.15913946458176584,0.7352033335580455,-1.1833952976888533,-0.36171377152354445,-0.8084919607233264,0.4208321469518646,2.64,-0.3731813689698705,2.15,282,-1.8157839399086932,Clouds,clear sky,1.523796826698279,-0.33649535948341047,1.2366217830796853,-0.9986310739646672,0.6273909709412514,-0.7366627867563483,0.5944899563719431,-0.33301614481984426,0.4999999999999999,-1.1833952976888538,0.6273909709412514,19.971,1.23943661971831,0.48227335578517655,-0.4747064379867322,-0.026180163474687157,0.5113257634617004,1,-0.4676638407648532,-0.4544182878317899,0.047757949221171166,16.995,-0.4676638407648526,-0.6077420496873677,-0.79,-0.6373479242887925,-0.2038509231241538,2.9543766000000002,1.3011607913915828,1.3457220476121259,1.338223255568554,47,-1.002743489380263,26.01,1.2473249269970756,-9.211994318324856e-16,1.83,-0.4220844144053813,1.5144845882382408e-16,64.0,-0.3631529850374709,0.0,0.9410546869653936,1.1961054128730646,-0.1004205287837625,8.789870590628738,0.8196061146759189,1.728888888888889,2.112373974826382,1.8895531511738723,-0.474698916083322,3.9044444444444446,-0.9827379968744446,1.6117700759654827,-1.8157839399086935,1.8157839399086935,0.7396666666666667
2023-11-22 18:02:20.800222,Delhi NCR,-0.41147389579146504,0.2539700235828998,0.4259392474301597,-0.11019649718936285,0.7188711383543258,-0.49345536384280747,1.7224243580686638,0.33,-1.1822858461390549,2.15,188,0.28882040245025703,Clouds,rain,-0.6562554682350746,-0.33649535948341047,-0.8086546862449713,-0.9986310739646672,0.12125873138844119,-0.6396922305060098,0.5944899563719431,-0.33301614481984426,0.4999999999999999,-0.11019649718936288,0.12125873138844119,19.557000000000002,0.08088235294117647,-2.0735128491017845,2.106565068384325,-0.026180163474687157,0.3661659766077894,0,0.031895324253689024,-0.13068769509444228,-0.7275244723752395,18.365000000000002,0.031895324253689294,-0.8272235817911282,1.5099999999999998,-0.6373479242887925,-0.2038509231241538,0.645152,1.3011607913915828,1.3552035368000117,1.338223255568554,47,-1.002743489380263,22.19,0.23023198415090768,-9.211994318324856e-16,2.12,3.3894523221390656,1.5144845882382408e-16,59.0,0.24733244379126462,0.0,0.6997295270181094,0.8599046967171249,0.05952143718959072,8.439036543218531,0.2081817967370854,1.9630000000000003,1.2524756437133768,1.9291912525431192,-0.6540021523990374,3.5780000000000003,-0.7294575854355703,1.8370677118108025,0.28882040245025664,-0.28882040245025664,0.31146333333333337
